emp_no,first_name,last_name,birth_date,title,dept_name
478007,Fumino,Narahara,1965-01-06,Senior Engineer,Production
478170,Doowon,Schoegge,1965-01-22,Engineer,Development
478218,Djenana,Erol,1965-01-02,Engineer,Development
478439,Yuichiro,Bale,1965-01-15,Technique Leader,Development
478768,Arun,Katzenelson,1965-01-03,Senior Engineer,Production
478799,Shaw,Borovoy,1965-01-18,Senior Staff,Marketing
478833,Pradeep,Valiente,1965-01-30,Engineer,Production
478858,Hidekazu,Perna,1965-01-20,Staff,Customer Service
479024,Ewing,Kalorkoti,1965-01-03,Engineer,Production
479407,Randi,Tomescu,1965-01-18,Senior Engineer,Production
479601,Kayoko,Bahi,1965-01-19,Staff,Research
479695,Masamitsu,Murrill,1965-01-06,Senior Staff,Marketing
480035,Sukumar,Georg,1965-01-26,Staff,Development
480066,Suebskul,Menhardt,1965-01-31,Senior Engineer,Quality Management
480178,Uinam,Rahier,1965-01-03,Staff,Research
480268,Gaurav,Cheshire,1965-01-18,Technique Leader,Development
480407,Deniz,Bennis,1965-01-01,Senior Engineer,Development
480571,Anoosh,Wielonsky,1965-01-09,Engineer,Development
481050,Weiru,Burnard,1965-01-16,Senior Staff,Human Resources
481148,Gina,Decaestecker,1965-01-18,Engineer,Development
481213,Shigehiro,Haldar,1965-01-08,Staff,Sales
481397,Luisa,Chelton,1965-01-31,Assistant Engineer,Production
481399,Amabile,Crelier,1965-01-05,Staff,Development
481467,Margareta,Polajnar,1965-01-03,Staff,Sales
481764,Teiji,Marrakchi,1965-01-27,Senior Engineer,Production
481790,Haldun,Erie,1965-01-22,Senior Engineer,Development
481807,Taegyun,Vieri,1965-01-23,Senior Engineer,Development
482278,Sven,Hinsberger,1965-01-02,Senior Engineer,Quality Management
482335,Kwangyoen,Peck,1965-01-26,Engineer,Development
482354,Jayson,Zockler,1965-01-23,Staff,Research
482755,Jouni,Conia,1965-01-03,Staff,Marketing
482756,Shaowei,Back,1965-01-02,Senior Staff,Sales
482885,Shaunak,Brizzi,1965-01-29,Senior Engineer,Production
482905,Aral,Hebden,1965-01-16,Senior Staff,Finance
482944,Duke,Journel,1965-01-26,Senior Staff,Sales
483213,Phillip,Munch,1965-01-16,Technique Leader,Development
483401,Rosita,Pokrovskii,1965-01-10,Senior Staff,Sales
483675,Hausi,Kamber,1965-01-22,Engineer,Production
483825,Marek,Mitchem,1965-01-22,Senior Engineer,Production
483838,Sham,Kavanagh,1965-01-03,Assistant Engineer,Production
483978,Dung,Tanemo,1965-01-24,Staff,Sales
484126,Manton,Lueh,1965-01-05,Senior Staff,Human Resources
484142,Perry,Cooman,1965-01-05,Staff,Human Resources
484498,Herbert,Hammerschmidt,1965-01-26,Senior Engineer,Production
484756,Phule,Ruemmler,1965-01-16,Senior Engineer,Development
485253,Gladys,Parhami,1965-01-14,Senior Staff,Customer Service
485489,Keiichiro,Armand,1965-01-01,Assistant Engineer,Development
485577,Rafael,Menhoudj,1965-01-30,Senior Engineer,Development
485579,Munehiro,Iwayama,1965-01-18,Senior Engineer,Development
485799,Yoshimitsu,Litvinov,1965-01-27,Senior Staff,Research
485817,Mahmut,Bolotov,1965-01-29,Engineer,Development
486068,Yefim,Bernardeschi,1965-01-11,Staff,Human Resources
486808,Geoffrey,Siochi,1965-01-05,Senior Engineer,Quality Management
486918,Yagil,Remmers,1965-01-18,Senior Staff,Sales
486955,Jaber,Feldmann,1965-01-09,Engineer,Production
486956,Matt,Ruemmler,1965-01-01,Engineer,Production
486958,Tonny,Kropf,1965-01-06,Senior Engineer,Development
487008,Zhigen,Raney,1965-01-22,Senior Staff,Sales
487505,Uno,Jayawardene,1965-01-20,Staff,Research
487856,Jaewon,Mansanne,1965-01-18,Engineer,Development
487988,Ekawit,Schaft,1965-01-05,Staff,Human Resources
488095,Francoise,Hegner,1965-01-24,Senior Staff,Customer Service
488115,Leah,Luke,1965-01-29,Assistant Engineer,Development
488142,Denis,Narlikar,1965-01-05,Senior Staff,Sales
488414,Changho,Gaughan,1965-01-10,Engineer,Development
488482,Kensyu,Tsunoo,1965-01-30,Engineer,Development
488540,Breannda,Maquelin,1965-01-22,Senior Staff,Finance
488619,Georgy,Bennis,1965-01-25,Engineer,Production
488632,Irena,Baalen,1965-01-20,Staff,Sales
488693,Jiong,Zultner,1965-01-27,Senior Engineer,Development
488707,Mihalis,Remmers,1965-01-16,Staff,Sales
488752,Nimmagadda,Baja,1965-01-23,Senior Staff,Marketing
488788,Wuxu,Garigliano,1965-01-12,Senior Staff,Customer Service
488984,Kendra,Junet,1965-01-18,Senior Staff,Sales
489465,Bogdan,Pepe,1965-01-17,Engineer,Production
489755,Matk,Chorvat,1965-01-14,Staff,Finance
489756,Kersti,Miculan,1965-01-01,Staff,Finance
489928,Satoru,Janetzko,1965-01-28,Assistant Engineer,Development
490240,Kazunori,Orlowska,1965-01-18,Staff,Sales
490551,Lalit,Lindqvist,1965-01-01,Engineer,Development
490557,Luise,Vigier,1965-01-27,Senior Engineer,Production
490568,Zita,Reistad,1965-01-01,Senior Engineer,Development
490720,Younwoo,Samarati,1965-01-19,Senior Engineer,Production
491079,Kwangsub,Keirsey,1965-01-06,Senior Engineer,Development
491162,Panayotis,Hempstead,1965-01-14,Senior Engineer,Development
491478,Gill,Varman,1965-01-16,Staff,Sales
491494,Saniya,Broomell,1965-01-19,Staff,Sales
491596,Charmane,Pargas,1965-01-21,Engineer,Production
491632,Gadiel,Perly,1965-01-01,Staff,Customer Service
492000,Valeska,Cools,1965-01-10,Staff,Human Resources
492052,Udo,Ratnakar,1965-01-11,Staff,Customer Service
492217,Heekeun,Verhaegen,1965-01-16,Senior Engineer,Development
492639,Sanjoy,Porenta,1965-01-30,Engineer,Development
492677,Goetz,McAffer,1965-01-26,Senior Engineer,Production
493031,Hironoby,Jakobus,1965-01-23,Staff,Customer Service
493048,Muzhong,Berztiss,1965-01-31,Senior Staff,Sales
493096,Sachem,Msuda,1965-01-31,Engineer,Development
493278,Shaleah,Pileggi,1965-01-28,Engineer,Production
493744,Leni,Kropatsch,1965-01-14,Senior Engineer,Production
494019,Morrie,Iisaku,1965-01-16,Senior Staff,Marketing
494088,Phule,Dahlbom,1965-01-10,Engineer,Production
494493,Masasuke,Koprowski,1965-01-10,Staff,Marketing
494978,Bezalel,Himler,1965-01-23,Staff,Human Resources
494995,Yongmao,Pouyioutas,1965-01-04,Staff,Sales
495969,Geoffrey,Panienski,1965-01-01,Senior Engineer,Production
496100,Pranjal,Reinhard,1965-01-07,Staff,Customer Service
496970,Giordano,Maquelin,1965-01-03,Senior Engineer,Production
496978,Danco,Debuse,1965-01-30,Senior Staff,Marketing
497007,Oldrich,Adachi,1965-01-23,Engineer,Customer Service
497174,Sanjiv,Bressoud,1965-01-02,Engineer,Development
497340,Fayez,Keohane,1965-01-06,Senior Staff,Marketing
497391,Paris,Lieblein,1965-01-30,Engineer,Quality Management
497409,Reinhard,Erde,1965-01-21,Engineer,Production
497660,Gritta,Petereit,1965-01-02,Senior Engineer,Development
497835,Shuho,Laurillard,1965-01-29,Technique Leader,Production
498185,Caolyn,Marciano,1965-01-19,Senior Engineer,Development
498337,Naraig,Docker,1965-01-30,Staff,Sales
498456,Geraldo,Gerteisen,1965-01-17,Staff,Customer Service
498635,Florian,Pezzoli,1965-01-09,Staff,Sales
498838,Sanjay,Ciolek,1965-01-16,Staff,Research
498845,Arumugam,Pelc,1965-01-09,Senior Engineer,Development
498955,Nechama,Kandlur,1965-01-13,Senior Engineer,Production
499160,Urs,Rande,1965-01-12,Staff,Research
499194,Padma,Delgrange,1965-01-29,Senior Staff,Marketing
499260,Danae,Honglei,1965-01-11,Engineer,Production
499495,Baoqiu,Kakkar,1965-01-14,Engineer,Development
